Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,Claim Category,Tipo de Violência,Type of Violence
Piauí,Teresina,,Data S. José do Junco,"Bloq. da BR -
316",23/04/2004,250,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Rio de Janeiro,Campos dos Goytacazes,,Bloqueio da BR-101,,09/09/2004,50,,Desapropriação/ Cumprimento de acordos,Expropriation/Compliance,Property,,
Rio de Janeiro,Mangaratiba,,Bloqueio da Rodovia Rio-Santos,,09/09/2004,50,,Desapropriação/ Cumprimento de acordos,Expropriation/Compliance,Property,,
Rio Grande do Norte,Mossoró,,Bloqueio da BR-304,"Assent. Angicos I
e II",02/04/2004,500,,Infra-estrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Rio Grande do Norte,Mossoró,,Bloq. BR-304,Ref. Agrária,10/11/2004,150,,Desapropriação/ Cumprimento de acordos,Expropriation/Compliance,Property,,
Rio Grande do Sul,Arroio dos Ratos,,Bloq. BR-290,Área em Monte Bonito,06/04/2004,400,,Desapropriação/ Cesta básica,Expropriation/Basic Basket,Welfare,,
Rio Grande do Sul,Barracão,,Bloq. BR-470,Seca,22/04/2004,500,,Crédito,Credit,Wages,,
Rio Grande do Sul,Benjamin Constant do Sul,,Bloq. RS-487,Índios Caingangues,19/10/2004,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Rio Grande do Sul,Cacique Doble,,Bloq. da RS-343,Índios Caingangues,31/03/2004,90,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Rio Grande do Sul,Erechim,,Bloq. BR-285 e BR-342,Seca,06/04/2004,1000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Debt,,
Rio Grande do Sul,Faxinalzinho,,"Bloq. no trevo para
Faxinalzinho",Índios Caingangues,19/01/2004,60,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Rio Grande do Sul,Hulha Negra,,Bloqueio na BR-293,,02/02/2004,800,,Infra-estrutura/ Educação,Infrastructure/Education,Public Policies,,
Rio Grande do Sul,Ijuí,,Bloq. BR-285 e RS-342,Seca,06/04/2004,500,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Debt,,
Rio Grande do Sul,Iraí,,Bloq. BR-392,Seca,25/03/2004,1500,,Renegociação de dívidas,Renegotiation of debts,Debt,,
Rio Grande do Sul,Iraí,,Bloq. BR-386,Seca,26/04/2004,700,,Crédito,Credit,Wages,,
Rio Grande do Sul,Lajeado,,Bloq. BR-386,Seca,28/04/2004,400,,Crédito,Credit,Wages,,
Rio Grande do Sul,Marcelino Ramos,,Bloqueio da BR-153,Seca,23/04/2004,2000,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,Debt,,
Rio Grande do Sul,Pelotas,,Bloq. BR-116 e BR-293,Seca,06/04/2004,700,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Wages,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. de
Obras",Hid. Barra Grande,23/03/2004,500,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,Deforestation,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. de
Obras",Hid. Barra Grande,05/11/2004,700,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,Deforestation,,
Rio Grande do Sul,Pinhal da Serra,,"Bloq. das Rod. de Acesso ao Cant. de
Obras",Hid. Barra Grande,09/11/2004,300,,Contra Desmatamento/ Reassentamento/ Contra barragens,Against Deforestation/Resettlement/Against dams,Deforestation,,
Rio Grande do Sul,Pinheiro Machado,,Bloq. BR-293,Seca,06/04/2004,500,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Debt,,
Rio Grande do Sul,Rio Grande,,Bloq. BR-292,Seca,28/04/2004,1100,,Crédito,Credit,Wages,,
Rio Grande do Sul,Ronda Alta,,Bloq. da BR-324,Seca,28/04/2004,700,,Crédito,Credit,Wages,,
Rio Grande do Sul,Santa Cruz do Sul,,Bloq. BR-471,Seca,06/04/2004,3000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Debt,,
Rio Grande do Sul,Sarandi,,Ato em frente ao B.B,"Bloq.
BR-386",06/04/2004,4000,,Crédito/ Renegociação de dívidas,Credit/Debt Renegotiation,Debt,,
Rondônia,Candeias do Jamari,,Bloqueio da BR-364,Pamos,11/08/2004,100,,Desapropriação,Expropriation,Property,,
Roraima,Uiramutã,,Bloqueio de Rodovia,,28/07/2004,500,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Santa Catarina,Campos Novos,,Bloqueio da BR-470,"Usina Campos
Novos",22/11/2004,200,,Cumprimento de acordos/ Indenização,Compliance with agreements/Indemnification,Work Conditions,,
Santa Catarina,Campos Novos,,Bloq. do Canteiro de Obras,"Hid. de
Campos Novos",22/11/2004,100,,Indenização,Indemnity,Work Conditions,,
Santa Catarina,Chapecó,,Bloqueio,Ponte sobre o Rio Uruguai,27/04/2004,1530,,Crédito,Credit,Wages,,
Santa Catarina,Doutor Pedrinho,,Bloqueio da SC-477,Aldeia Bugio,16/08/2004,80,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Santa Catarina,São Miguel do Oeste,,Bloqueio da BR-282,Fumicultores,19/02/2004,1200,,Preços,Prices,Economy,,
São Paulo,Castilho,,"Bloqueio da Rod. Gerson
Dourado",Faz. Três Barras,08/11/2004,115,,Desapropriação/ Reforma Agrária,Expropriation/Agrarian Reform,Land Reform,,
São Paulo,Presidente Epitácio,,Bloqueio à Rodovia Raposo Tavares,,07/04/2004,1100,,Desapropriação/ Regularização fundiária/ Reforma Agrária,Expropriation/Land regularization/Agrarian Reform,Land Reform,,
São Paulo,São Simão,,Bloqueio de Rallye da Mitsubishi,,15/04/2004,100,,Questões ambientais/ Direitos humanos,Environmental issues/Human rights,Human Rights,,
Acre,Brasiléia,Terra,Bloq. da BR-317,"Ramais Km
86 e 88",24/10/2009,100,,Infraestrutura,Infrastructure,Infrastructure,,
Acre,Brasiléia,Terra,Bloq. da BR-317,"Ramais do
Km 86 e 88",09/11/2009,100,,Infraestrutura,Infrastructure,Infrastructure,,
Acre,Rio Branco,Terra,Bloq. da BR-364,"Ramais da
Divisa, do T, Gaúcho e 7 de
Setembro",10/08/2009,200,,Infraestrutura,Infrastructure,Infrastructure,,
Alagoas,Atalaia,Terra,Bloq. BR-316,"Reforma
Agrária",17/03/2009,,,Crédito/ Políticas p ú b  l ic a s,Credit/Debt Policies,Public Policies,,
Alagoas,Atalaia,Terra,Bloqueio da BR-316,,25/08/2009,167,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Delmiro Gouveia,Terra,"Bloq. do Cruzamento da
AL-145 e BR-423","Jornada
Nac. de Lutas",14/08/2009,350,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Flexeiras,Terra,Bloq. da BR-101 e BR-104,"
Assent. São Luís",25/11/2009,500,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Alagoas,Flexeiras,Terra,Bloq. BR-101,"Protesto por
R.A.",04/05/2009,,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Japaratinga,Terra,Bloq. da AL-465," Acamp.
Paraíso",31/08/2009,200,,Cumprimento de acordos,Compliance with agreements,Public Policies,,
Alagoas,Japaratinga,Terra,Bloq. AL-465,Faz. Arrepiado,17/09/2009,140,,Desapropriação/ Contra a injustiça e a violência,Expropriation/Against injustice and violence,Injustice,,
Alagoas,Matriz do Camaragibe,Trabalhista,Bloqueio AL-105,,01/04/2009,400,,Cumprimento de acordos/ Direitos humanos,Compliance with agreements/Human rights,Human Rights,,
Alagoas,Murici,Trabalhista,Bloq. BR-104,"Us. Cachoeira
do Meirim",05/01/2009,70,,Cumprimento de acordos,Compliance with agreements,Human Rights,,
Alagoas,Murici,Terra,Bloq. BR-104 km 58,"Ref.
Agrária",05/02/2009,500,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Murici,Terra,Bloqueio da BR-104,,25/08/2009,167,,Reforma Agrária,Land reform,Land Reform,,
Alagoas,Porto Real do Colégio,Questão Indígena,Bloq. BR-101,T.I. Kariri Xocó,16/06/2009,300,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.
Putumuju",13/04/2009,,,Desapropriação/ Contra monocultura,Expropriation/Against monoculture,Land Reform,,
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.
Putumuju",27/07/2009,200,,Desapropriação,Expropriation,Property,Morte em conseqüên c  ia,Death as a consequence
Bahia,Eunápolis,Terra,Bloq. da BR-101,"Faz.
Putumuju",28/07/2009,200,,Desapropriação,Expropriation,Property,,
Bahia,Santa Cruz Cabrália,Questão Indígena,Bloq. da BR-367,"Aldeia
Coroa Vermelha",04/08/2009,100,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Ceará,Aracati,Direitos Humanos,"Bloq. na entrada dos Parques
de Energia Eólica","Com.
Cumbe",08/09/2009,200,,Infraestrutura/ Indenização,Infrastructure/Indemnification,Infrastructure,,
Distrito Federal,Planaltina,Terra,"Bloq.
BR-020",Pipiripau,26/01/2009,200,,Regularização fundiária,Land regularization,Land Reform,,
Distrito Federal,Planaltina,Terra,Bloq. da BR-020,"Memória do
Massacre de Eldorado dos
Carajás",14/04/2009,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,Injustice,,
Espírito Santo,São Mateus,Terra,Bloqueio da BR-101,,22/09/2009,600,,Contra monocultura,Against monoculture,Land Reform,,
Espírito Santo,São Mateus,Terra,"Bloqueio de Terminais de
Petróleo da Petrobrás",,09/12/2009,600,,Infraestrutura,Infrastructure,Infrastructure,,
Espírito Santo,São Mateus,Terra,"Bloqueio de Terminais de
Petróleo da Petrobrás",,16/12/2009,,,Infraestrutura,Infrastructure,Infrastructure,,
Goiás,Uruaçu,Política Agrícola,Bloqueio da BR-153,,20/05/2009,,,Regularização fundiária/ Crédito/ Infraestrutura,Land regularization/Credit/Infrastructure,Infrastructure,,
Goiás,Balsas,Terra,Bloqueio da BR-230,,09/12/2009,,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Alto da Boa Vista,Questão Indígena,Bloq. da BR-158,"Índios
Xavante",11/02/2009,,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Mato Grosso,Bom Jesus do Araguaia,Terra,Bloq. da BR-158,"Faz.
B o r d o  lâ n d  ia",08/06/2009,100,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Bom Jesus do Araguaia,Terra,Bloq. da BR-158,"Faz.
Bordolândia",15/06/2009,300,,Assentamento de famílias,Settlement of families,Property,Assassinato,Murder
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. São
Paulo",22/04/2009,130,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. S.
Paulo",23/04/2009,130,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,Mirassol do Oeste,Terra,Bloq. da BR-174,"Faz. S.
Paulo",19/05/2009,150,,Assentamento de famílias,Settlement of families,Property,,
Mato Grosso,,Terra,Bloqueio da BR-364,,21/10/2009,300,,Desapropriação,Expropriation,Property,,
Mato Grosso,Pedra Preta,Terra,Bloqueio da BR-364,,27/10/2009,300,,Desapropriação,Expropriation,Property,,
Mato Grosso,Sinop,Terra,Bloqueio da BR-163,,19/05/2009,200,,Reforma Agrária,Land reform,Land Reform,,
Mato Grosso do Sul,Caarapó,Questão Indígena,Bloq. da MS-280,"Aldeia
Teykue",19/05/2009,,,Educação,Education,Education,,
Mato Grosso do Sul,Campo Grande,Questão Indígena,"Bloqueio das BR's 163 e
262",Índios Terena,07/10/2009,300,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
Mato Grosso do Sul,Dourados,Terra,Bloqueio da MS-156,,03/02/2009,80,,Questão Indígena,Indigenous Issues,Indigenous Issues,,
Mato Grosso do Sul,Itaquiraí,Terra,Bloq. da MS-487,"Faz. Santo
A n tô n  io",09/11/2009,150,,Infraestrutura,Infrastructure,Infrastructure,,
Minas Gerais,Jequitaí,Política Agrícola,Bloq. da BR-365,"Jorn. de
Luta por Educação no
Campo",08/06/2009,175,,Educação/ Reforma Agrária,Education/Agrarian Reform,Public Policies,,
Minas Gerais,Jequitaí,Terra,Bloqueio da BR-365,,19/08/2009,200,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,Infrastructure,,
Minas Gerais,Jequitinhonha,Política Agrícola,Bloq. da BR-367,"Jorn. de
Luta por Educação no
Campo",10/06/2009,150,,Crédito/ Infraestrutura/ Educação/ Reforma Agrária,Credit/Infrastructure/Education/Land Reform,Public Policies,,
Minas Gerais,Monte Alegre de Minas,Terra,Bloq. da BR-365," Faz. Furna
do Moinho",09/12/2009,180,,Reforma Agrária,Land reform,Land Reform,,
Minas Gerais,Prata,Indefinida,"Bloq. do Entroncamento da
BR-153 com a BR-497",,05/03/2009,550,,,,Other,,
Pará,Canaã dos Carajás,Terra,Bloq. de Estrada,"Mineração
Sossego",08/09/2009,1000,,Cumprimento de acordos/ Indenização/ Contra mineradoras,Compliance with agreements/Indemnification/Against mining companies,Work Conditions,,
Pará,Castanhal,Terra,Bloq. da BR-163,"Contra
Reintegração de Posse na
Faz. Itaqui",01/04/2009,100,,Outros,Others,Other,,
Pará,Castanhal,Terra,"Bloq. da Av. Barão do Rio
Branco",Faz. Itaqui,02/04/2009,50,,Outros,Others,Other,,
Pará,Eldorado dos Carajás,Terra,Bloqueio da PA-150," Jorn. de
Luta por R.A.",04/11/2009,400,,Reforma Agrária,Land reform,Land Reform,,
Pará,Juruti,Questões ambientais,Bloq. da PA-192,"Contra
Alcoa",11/02/2009,250,,Defesa da água e do meio ambiente/ Contra mineradoras,Defense of water and environment/Contra mines,Environment,,
Pará,Prainha,Questões ambientais,"Acamp. às margens do Rio
Uruará",Bloq. de balsas,25/11/2009,500,,Questões ambientais,Environmental issues,Environment,,
Pará,Redenção,Questão Indígena,Bloqueio da PA-287,"Índios
Kayapó",25/08/2009,,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Redenção,Questão Indígena,Bloqueio da BR-158,"Índios
Kayapó",25/08/2009,,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Santana do Araguaia,Água,Bloq. de Balsa,"Contra UHE
Belo Monte",03/11/2009,300,,,,Other,,
Pará,Santarém,Questões ambientais,"Bloq. da Passagem de
Balsas no Rio Arapiuns",,12/10/2009,300,,Contra Desmatamento,Against Deforestation,Deforestation,,
Pará,São João do Araguaia,Terra,"Bloq. de Trecho da
Transamazônica","Assent. 1o
de Março",27/06/2009,,,Infraestrutura,Infrastructure,Infrastructure,,
Pará,Sapucaia,Terra,Bloqueio da PA-158," Jornada
de Luta por R.A.",04/11/2009,1000,,Reforma Agrária,Land reform,Land Reform,,
Pará,Tucuruí,Água,Bloqueio da BR-422,"
Barragem de Tucuruí",03/04/2009,,,Cumprimento de acordos/ Cesta básica/ Indenização,Compliance with agreements/Basic basket/Compensation,Work Conditions,,
Pará,Uruará,Terra,"Bloqueio do Km 165 da
T r a n s a m a z ô n  ic a",,27/11/2009,3000,,Reforma Agrária,Land reform,Land Reform,,
Paraíba,Caaporã,Terra,Bloq. BR-101,"Liberação dos
Presos da Faz. Cabeça de
Boi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,Human Rights,,
Paraíba,Mari,Terra,Bloq. PB-073,"Liberação dos
Presos da Faz. Cabeça de
Boi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,Human Rights,,
Paraíba,Monteiro,Terra,Bloq. BR-101,"Liberação dos
Presos da Faz. Cabeça de
Boi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,Human Rights,,
Paraíba,Patos,Terra,Bloq. BR-230,"Liberação dos
Presos da Faz. Cabeça de
Boi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,Human Rights,,
Paraíba,Remígio,Terra,Bloq. PB-075,"Liberação dos
Presos da Faz. Cabeça de
Boi",27/05/2009,,,Contra a injustiça e a violência/ Direitos humanos,Against injustice and violence/Human rights,Human Rights,,
Paraná,Alvorada do Sul,Terra,Bloq. da PR-090,Faz. Palheta,22/04/2009,225,,Desapropriação,Expropriation,Property,,
Paraná,Foz do Iguaçu,Terra,Marcha,"Bloq. da Ponte da
Amizade",26/03/2009,400,,Reforma Agrária,Land reform,Land Reform,,
Paraná,,Questão Indígena,"Bloq. na Ponte do Rio
Paraná","Aldeia Tekoá
Marangatu",29/10/2009,60,,Infraestrutura,Infrastructure,Infrastructure,,
Pernambuco,Pesqueira,Terra,Bloq. BR-232,Manif. por R. A.,16/03/2009,450,,Crédito/ Infraestrutura/ Assistência técnica/ Reforma Agrária,Credit/Infrastructure/Technical Assistance/Agrarian Reform,Land Reform,,
Pernambuco,São José da Coroa Grande,Terra,Bloq. PE-60,"Eng.
Manguinhos",14/09/2009,150,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,São Lourenço da Mata,Terra,Bloq. BR-408,"Protesto por
R.A.",17/03/2009,150,,Reforma Agrária,Land reform,Land Reform,,
Pernambuco,São Lourenço da Mata,Terra,Bloqueio da BR-408,,14/07/2009,50,,Reforma Agrária,Land reform,Land Reform,,
Rio de Janeiro,Magé,Água,"Comunidades Baía da
Guanabara","Bloqueio das
Obras da GDK",16/05/2009,,,,,Other,Assassinato,Murder
Rio de Janeiro,Rio de Janeiro,Questões ambientais,Bloqueio na Ponte Rio-Niterói,,02/04/2009,40,,Questões ambientais,Environmental issues,Environment,,
Rio de Janeiro,São Pedro da Aldeia,Água,Bloqueio da RJ-106,"Lagoa de
Araruama",27/01/2009,500,,Defesa da água e do meio ambiente,Defense of water and the environment,Environment,,
Rio Grande do Sul,Canoas,Terra,Bloq. BR-386,"Contra Despejo
no Acamp. Jair da Costa",08/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Sul,Charqueadas,Terra,Bloq. BR-290,"Contra Despejo
no Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Sul,Erechim,Política Agrícola,Bloqueio da BR-153,,18/02/2009,,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,Public Policies,,
Rio Grande do Sul,Júlio de Castilhos,Terra,Bloq. BR-158,"Contra Despejo
no Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Sul,Nova Santa Rita,Política Agrícola,Bloq. BR-386,"Assent. Nova
Sta. Rita II",23/04/2009,300,,Cumprimento de acordos,Compliance with agreements,Human Rights,,
Rio Grande do Sul,São Gabriel,Terra,Bloq. BR-290,"Contra Despejo
no Acamp. Jair da Costa",12/05/2009,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Sul,Sarandi,Direitos Humanos,"Celebração em Memória de
Elton Brum",Bloq. BR-386,27/08/2009,300,,Contra a injustiça e a violência,Against injustice and violence,Injustice,,
Rio Grande do Sul,Sarandi,Terra,Bloq. BR-386,"Contra Despejo
no Acamp. Jair da Costa",12/05/2009,100,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,Injustice,,
Rio Grande do Sul,Sarandi,Política Agrícola,"Bloqueio entre BR-386 e
BR-158",,18/02/2009,,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,Work Conditions,,
Rio Grande do Sul,Sarandi,Direitos Humanos,"Contra Fechamento das
Escolas Intinerantes","Bloq.
BR-386",02/03/2009,150,,Educação,Education,Education,,
Rondônia,Porto Velho,Política Agrícola,Bloq. na BR-319,"Assent.
Joana Darc I, II e III",22/11/2009,,,Infraestrutura,Infrastructure,Infrastructure,,
Roraima,Normandia,Questão Indígena,Bloqueio da BR-401,,08/05/2009,,,Cumprimento de acordos,Compliance with agreements,Indigenous Issues,,
Santa Catarina,Chapecó,Política Agrícola,"Ato por Medidas contra
Estiagem","Bloq. de Ponte em
Goio-ên",27/05/2009,1000,,Políticas públicas,Public Policies,Public Policies,,
Santa Catarina,Itaiópolis,Questão Indígena,"Bloqueio da Estrada Geral de
Bom Sucesso",,09/01/2009,100,,Demarcação de área indígena,Demarcation of indigenous area,Indigenous Issues,,
São Paulo,Piratininga,Terra,"Bloqueio às Entradas de
Acesso ao Horto Florestal
Brasília",,16/06/2009,70,,Assentamento de famílias,Settlement of families,Property,,
Acre,Manoel Urbano,Terra,Bloqueio da BR-364,,12/6/2010,250,,Infraestrutura,Infrastructure,Infrastructure,,
