Estado,Municípios,Característica,Nome da Manifestação,Nome da Manifestação 2,Data,No de Participantes,Tipo de Trabalho,Tipo de Reivindicação,Type of Claim,,Tipo de Violência,Type of Violence
Pará,Altamira,Terra,Bloq. da BR-163,"PDS MãeMenininha",12/12/2012,,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Pará,Canaã dos Carajás,Terra,"Bloq. da Estrada da MinaS11D da Vale","Vila RachaPlaca",14/06/2012,100,,Infraestrutura/ Reassentamento,Infrastructure/Resettlement,,,
Pará,Conceição do Araguaia,Terra,"Bloq. da Estrada de Acesso àFaz. Cruzeiro Novo",,20/03/2012,45,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Pará,Conceição do Araguaia,Terra,Bloq. PA-287,"Caminhada porInfraestrutura nosAssentamentos",19/03/2012,400,,Crédito/ Infraestrutura,Credit/Infrastructure,,,
Pará,Curionópolis,Terra,Bloq. PA-275,"Acamp. FreiHenri",09/10/2012,500,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Memória doMassacre de Eldorado",17/04/2012,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,"Faz.Cedro",21/06/2012,1000,,Contra Desmatamento/ Contra a injustiça e a violência/ Reforma Agrária/ Contra Grilagem/ Contra agro,Against Deforestation/Against injustice and violence/Agrarian Reform/Against Grilagem/Contra agro,,Tentativa de Assassinat o,Assassination Attempt
Pará,Eldorado dos Carajás,Terra,Bloq. da BR-155,"Faz.Peruano",12/03/2012,1200,,Cumprimento de acordos/ Reforma Agrária,Compliance/Agrarian Reform,,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,Faz. Peruano,10/09/2012,300,,Reforma Agrária,Land reform,,,
Pará,Eldorado dos Carajás,Terra,Bloq. BR-155,Faz. Peruano,17/09/2012,300,,Reforma Agrária,Land reform,,,
Pará,Marabá,Terra,"Jornada de Lutas dasMulheres Camponesas","Bloq.BR-155",07/03/2012,,,Contra a injustiça e a violência/ Defesa da água e do meio ambiente,Against injustice and violence/Defense of water and the environment,,,
Pará,Moju,Terra,"Bloq. do Trevo daPA-252",Grito da Terra,11/06/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pará,Novo Progresso,Questão Indígena,Bloq. BR-163,"T.I.Kayapó",06/08/2012,62,,Infraestrutura/ Saúde/ Contra barragens/ Políticas públicas,Infrastructure/Health/Against dams/Public policies,,,
Pará,Oriximiná,Terra,Bloq. BR 254,"Com. RioVerde",23/07/2012,300,,Regularização fundiária/ Contra a injustiça e a violência/ Assentamento de famílias,Land regularization/Against injustice and violence/Settlement of families,,,
Pará,São Domingos do Araguaia,Política Agrícola,Bloq. BR-153,"Prog. Luz paraTodos",30/01/2012,500,,Infraestrutura/ Incentivos à pequena produção,Infrastructure/Incentives for small production,,,
Pará,São Domingos do Araguaia,Questão Indígena,Bloqueio BR-153," T.I.Aikewara",24/01/2012,400,,Educação/ Saúde/ Indenização/ Contra mineradoras,Education/Health/Indemnification/Against mining,,,
Pará,Tomé-Açu,Terra,Bloq. BR-316,Grito da Terra,11/06/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Pará,Tucuruí,Água,Bloq. BR-422,"UHE deTucuruí",28/08/2012,200,,Cumprimento de acordos/ Políticas p ú b  l ic a s,Fulfillment of agreements/P ublic policies,,,
Paraíba,Borborema,Terra,Bloqueio da BR-104,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,,,
Paraíba,Caaporã,Terra,Bloqueio da BR-101,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,,,
Paraíba,Catingueira,Terra,Bloqueio da BR-361,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,,,
Paraíba,João Pessoa,Terra,Bloq. da Av. Epitácio,"Jorn.Nac. Lutas por R.A.",17/04/2012,,,Infraestrutura/ Reforma Agrária,Infrastructure/Agrarian Reform,,,
Paraíba,Olho d`Água,Terra,Bloqueio da BR-361,,24/10/2012,,,Infraestrutura,Infrastructure,,,
Paraíba,Solânea,Terra,Bloqueio da PB-105,,12/12/2012,,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,,,
Paraíba,Sousa,Questões ambientais,Bloq. BR-230,"Jornada deLuta das MulheresCamponesas",08/03/2012,,,Contra agrotóxicos,Against pesticides,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,24/10/2012,50,,Infraestrutura,Infrastructure,,,
Paraíba,Sousa,Terra,Bloqueio da BR-230,,12/12/2012,100,,Cumprimento de acordos/ Educação/ Saúde/ Reforma Agrária/ Políticas públicas,Compliance/Education/Health/Agrarian Reform/Public Policies,,,
Paraná,Entre Rios,Terra,Bloq. PR-170,Faz. Combrão,13/12/2012,70,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Paraná,Guaíra,Questão Indígena,"Bloq. da Ponte AyrtonSenna","T. I.TekoháAraguajy",06/08/2012,400,,Questão Indígena,Indigenous Issues,,,
Pernambuco,Agrestina,Terra,Bloq. BR-104 Sul,"JornadaNac. de Lutas",17/04/2012,80,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Agrestina,Terra,Bloq. PE-103,"Jornada Nac.de Lutas",17/04/2012,80,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Águas Belas,Terra,Bloq. BR-432,"Jornada Nac.de Lutas",17/04/2012,200,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Cabo de Santo Agostinho,Terra,Bloq. PE-060,"Jornada Nac.de Lutas",17/04/2012,75,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Cabo de Santo Agostinho,Terra,Bloq. PE-060,"Eng.Algodoais",02/02/2012,200,,Regularização fundiária/ Contra a injustiça e a violência/ Indenização/ Contra Expropriação,Land regularization/Against injustice and violence/Indemnification/Contra Expropriation,,,
Pernambuco,Caruaru,Terra,Bloq. BR-104 Norte,"JornadaNac. de Lutas",17/04/2012,150,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Escada,Terra,Bloq. BR-101 Sul,"JornadaNac. de Lutas",17/04/2012,70,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Floresta,Terra,Bloq. BR-316,"Jornada Nac.de Lutas",17/04/2012,100,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Gravatá,Terra,Bloq. BR-232,"Jornada Nac.de Lutas",17/04/2012,120,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Ibimirim,Terra,Bloq. PE-300,"Jornada Nac.de Lutas",17/04/2012,400,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Lagoa Grande,Terra,Bloq. da BR-428,"JornadaNac. de Lutas",17/04/2012,150,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Moreno,Terra,Bloq. BR-232,"Jornada Nac.de Lutas",17/04/2012,180,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Pesqueira,Terra,Bloq. BR-232,"Jornada Nac.de Lutas",17/04/2012,250,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Petrolina,Terra,"Bloq. Ponte que liga Petrolinaa Juazeiro","Jornada Nac. deLutas",17/04/2012,400,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,São Lourenço da Mata,Terra,Bloq. BR-408,"Jornada Nac.de Lutas",17/04/2012,85,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Pernambuco,Serra Talhada,Terra,Bloq. BR-232,"Jornada Nac.de Lutas",17/04/2012,300,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Rio de Janeiro,Rio de Janeiro,Terra,"Bloq. da Av. PresidenteVargas","Memória MassacreEldorado",16/04/2012,,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,,,
Rio de Janeiro,Rio de Janeiro,Terra,"Bloq. Av. PresidenteVargas","Memória MassacreEldorado dos Carajás",17/04/2012,300,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Rio de Janeiro,São João da Barra,Terra,Bloq. da RJ-240,"ComplexoPortuário do Açu",18/12/2012,,,Contra a injustiça e a violência/ Defesa da água e do meio ambiente,Against injustice and violence/Defense of water and the environment,,,
Rio Grande do Norte,Ceará-Mirim,Terra,Bloq. BR-406,"Mob. contra oCódigo Florestal",05/03/2012,800,,Educação/ Saúde/ Questões ambientais/ Reforma Agrária,Education/Health/Environmental Issues/Agrarian Reform,,,
Rio Grande do Norte,Ceará-Mirim,Terra,Bloq. BR-406,km 156,02/04/2012,150,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Norte,Mossoró,Terra,Bloq. BR-304,"Mob. contra oCódigo Florestal",05/03/2012,600,,Educação/ Saúde/ Questões ambientais/ Reforma Agrária,Education/Health/Environmental Issues/Agrarian Reform,,,
Rio Grande do Norte,Natal,Terra,Bloq. BR-101,"Mob. contra oCódigo Florestal",05/03/2012,200,,Educação/ Saúde/ Questões ambientais/ Reforma Agrária,Education/Health/Environmental Issues/Agrarian Reform,,,
Rio Grande do Norte,Taipú,Terra,Bloq. BR-406,km125,02/04/2012,850,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,,
Rio Grande do Sul,Cacique Doble,Questão Indígena,Bloq. da RS-343,"ContraPortaria 303",17/09/2012,300,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Cacique Doble,Questão Indígena,Bloqueio da ERS-343,,29/05/2012,,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Carazinho,Terra,Bloqueio da BR-386,,12/06/2012,100,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Charqueadas,Terra,Bloqueio de Rodovia,,12/06/2012,,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Eldorado do Sul,Terra,Bloqueio de Rodovia,,12/06/2012,,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Hulha Negra,Seca,Bloqueio da BR-293,,19/03/2012,250,,Infraestrutura/ Educação/ Água,Infrastructure/Education/Water,,,
Rio Grande do Sul,Iraí,Questão Indígena,Bloq. da BR-386,"T. I.Votouro",18/09/2012,300,,Demarcação de área indígena,Demarcation of indigenous area,,,
Rio Grande do Sul,Mato Castelhano,Questão Indígena,Bloqueio da BR-285,,29/05/2012,,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Pelotas,Terra,Bloqueio da BR-116,,12/06/2012,80,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Pelotas,Água,Bloqueio da BR-392,,19/06/2012,100,,Questões ambientais/ Questões trabalhistas,Environmental issues/Labor issues,,,
Rio Grande do Sul,Planalto,Questão Indígena,Bloqueio do Km 91,"LinhaBananeiras",29/05/2012,,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Ronda Alta,Questão Indígena,Bloqueio da ERS-324,,29/05/2012,,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Santa Cruz do Sul,Terra,Bloqueio da RSC-287,,12/06/2012,150,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Santana do Livramento,Seca,"Bloq. da Rod. Rosário -Livramento",BR-158,01/02/2012,200,,Renegociação de dívidas,Renegotiation of debts,,,
Rio Grande do Sul,São Lourenço do Sul,Política Agrícola,Bloqueio da BR-116,,10/02/2012,150,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,São Valentim,Questão Indígena,Bloq. da RS-480,T. I. Votouro,29/05/2012,100,,Saúde,Cheers,,,
Rio Grande do Sul,Sapiranga,Terra,Bloq. da ERS-239,"MemóriaAssassinato de Elton Brum",01/05/2012,400,,Contra a injustiça e a violência/ Contra impunidade,Against injustice and violence/Against impunity,,,
Rio Grande do Sul,Sarandi,Seca,Bloqueio da  BR-386,,23/05/2012,1000,,Infraestrutura/ Seguro safra,Infrastructure/Insurance crop,,,
Rio Grande do Sul,Sarandi,Terra,Bloqueio da BR-386,,08/09/2012,,,Cesta básica,Basic basket,,,
Rio Grande do Sul,Sarandi,Terra,Bloqueio da BR-386,,09/09/2012,,,Cesta básica,Basic basket,,,
Rio Grande do Sul,Sarandi,Terra,Bloqueio da BR-386,,10/09/2012,60,,Cesta básica,Basic basket,,,
Rio Grande do Sul,Vacaria,Terra,Bloqueio de Rodovia,,12/06/2012,,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Viamão,Terra,Bloq. da ERS-040,"Assent.Filhos de Sepé",15/03/2012,100,,Renegociação de dívidas/ Incentivos à pequena produção,Debt Renegotiation/Incentives for small production,,,
Rio Grande do Sul,Viamão,Terra,Bloqueio de Rodovia,,12/06/2012,,,Infraestrutura,Infrastructure,,,
Rio Grande do Sul,Ariquemes,Terra,Bloq. da BR-364,"Acamp.Canaã",19/03/2012,150,,Contra a injustiça e a violência,Against injustice and violence,,,
Rio Grande do Sul,Ji-Paraná,Terra,"Bloq. da BR-364 e Protestodiante do Fórum","JornadaNac. de Lutas pela Ref.Agrária",17/04/2012,700,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Rio Grande do Sul,Ji-Paraná,Questão Indígena,"Bloq. Sobre Ponte do RioMachado",BR-364,15/08/2012,200,,Questão Indígena,Indigenous Issues,,,
Rio Grande do Sul,Ji-Paraná,Terra,Bloqueio da BR-364,,22/08/2012,1000,,Reforma Agrária,Land reform,,,
Rio Grande do Sul,Porto Velho,Terra,Grito da Terra,"Bloqueio daBR-364",04/07/2012,5000,,Educação/ Saúde/ Incentivos à pequena produção/ Reforma Agrária,Education/Health/Small Production Incentives/Agrarian Reform,,,
Santa Catarina,Chapecó,Questão Indígena,Bloq. da BR-348,"ContraPortaria 303",17/09/2012,,,Questão Indígena,Indigenous Issues,,,
Santa Catarina,Seara,Questão Indígena,Bloq. da SC-283,"ContraPortaria 303",18/09/2012,,,Questão Indígena,Indigenous Issues,,,
São Paulo,Andradina,Terra,"Bloq. da Rod. MarechalRondon","Contra DespejoAssent. Milton Santos",20/12/2012,250,,Desapropriação,Expropriation,,,
São Paulo,Apiaí,Terra,Bloqueio Rodovia SP- 250,,23/05/2012,200,,Infraestrutura,Infrastructure,,,
São Paulo,Campinas,Terra,"Bloq. Rod.Anhanguera","Contra DespejoAssent. Milton Santos",20/12/2012,200,,Desapropriação,Expropriation,,,
São Paulo,,Terra,"Bloq. Rod. FlorianoRodrigues","Contra DespejoAssent. Milton Santos",20/12/2012,50,,Desapropriação,Expropriation,,,
São Paulo,Gália,Terra,"Bloq. Rod. Com. João Ribeirode Barros","Contra DespejoAssent. Milton Santos",20/12/2012,80,,Desapropriação,Expropriation,,,
São Paulo,Iaras,Terra,Bloq. da SP-280,"Faz. SantoHenrique",13/11/2012,300,,Assentamento de famílias,Settlement of families,,,
São Paulo,Itapeva,Terra,"Bloq. Rod. Francisco AlvesNegrão","Contra DespejoAssent. Milton Santos",20/12/2012,60,,Desapropriação,Expropriation,,,
São Paulo,Itararé,Terra,Bloq. da SP-258,"ContraDespejo Assent. MiltonSantos",20/12/2012,250,,Desapropriação,Expropriation,,,
São Paulo,Limeira,Terra,Bloq. da SP 330,"ContraDespejo Assent. MiltonSantos",20/12/2012,,,Desapropriação,Expropriation,,,
São Paulo,Pirajuí,Terra,"Bloq. Rod. MarechalRondon",Usina Miranda,13/08/2012,200,,Assentamento de famílias,Settlement of families,,,
São Paulo,Presidente Alves,Terra,"Bloq. Rod. MarechalRondon","Contra DespejoAssent. Milton Santos",20/12/2012,80,,Desapropriação,Expropriation,,,
São Paulo,Promissão,Terra,Bloq. BR- 153,"ContraDespejo Assent. MiltonSantos",20/12/2012,80,,Desapropriação,Expropriation,,,
São Paulo,Promissão,Terra,Bloqueio da BR -153,,02/03/2012,200,,Questões ambientais/ Reforma Agrária/ Assentamento de famílias,Environmental Issues/Land Reform/Settlement of Families,,,
São Paulo,Ribeirão Preto,Terra,"Bloqueio da RodoviaAnhanguera Km 314",,17/04/2012,50,,Contra a injustiça e a violência/ Reforma Agrária,Against injustice and violence/Agrarian Reform,,Não houve,There were no
São Paulo,Serrana,Terra,"Bloq. Rod. AbraãoAssed","Contra DespejoAssent. Milton Santos",20/12/2012,120,,Desapropriação,Expropriation,,,
São Paulo,Sorocaba,Terra,"Bloq. Rod. RaposoTavares","Contra DespejoAssent. Milton Santos",20/12/2012,100,,Desapropriação,Expropriation,,,
São Paulo,Teodoro Sampaio,Terra,Bloq. da SP-563,"ContraDespejo Assent. MiltonSantos",20/12/2012,150,,Desapropriação,Expropriation,,,
Sergipe,Capela,Terra,Bloq. da BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Carira,Terra,Bloq. da BR-235,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Cristinápolis,Terra,Bloq. da BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Estância,Terra,Bloq. da BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Frei Paulo,Terra,Bloq. Rodovia,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Itaporanga da Ajuda,Terra,Bloq. BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Japaratuba,Terra,Bloq. BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Lagarto,Terra,Bloq. Rodovia,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Monte Alegre de Sergipe,Terra,"Bloq. no Pov. Sto.Antônio","Memória MassacreEldorado dos Carajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
Sergipe,Muribeca,Terra,Bloq. da BR-101,"MemóriaMassacre Eldorado dosCarajás",17/04/2012,,,Contra a injustiça e a violência/ Contra impunidade/ Reforma Agrária,Against injustice and violence/Against impunity/Agrarian Reform,,,
